0,0
1,1
2,2
3,3
4,4
5,6
6,5
7,5
8,6
9,7
10,7
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
19,8
20,8
21,8
22,6
23,6
24,8
25,6
26,3
27,6
28,8
29,6
30,8
31,9
32,11
33,1
34,7
35,7
36,7
37,5
38,6
39,10
40,6
41,5
42,6
43,12
44,13
45,8
46,6
47,15
48,6
49,6
50,14
51,6
52,7
53,7
54,16
55,6
56,5
57,5
58,8
59,6
60,6
61,8
62,4
63,6
64,8
65,4
66,6
67,8
68,6
69,6
70,4
71,6
72,16
73,6
74,16
75,5
76,7
77,6
78,5
79,6
80,17
81,6
82,0
83,3
84,16
85,6
86,6
87,6
88,4
89,4
90,11
91,6
92,3
93,4
94,16
95,6
96,6
97,6
98,3
99,7
100,12
101,6
102,5
103,5
104,8
105,8
106,8
107,6
108,4
109,4
110,18
111,8
112,8
113,6
114,19
115,8
116,6
117,6
118,4
119,8
120,8
121,11
122,6
123,8
124,20
125,3
126,8
127,4
128,3
129,6
130,8
131,6
132,21
133,21
134,4
135,4
136,4
137,4
138,4
139,3
140,8
141,15
142,1
143,6
144,6
145,22
146,3
147,16
148,19
149,23
150,23
151,11
152,1
153,8
154,11
155,11
156,23
157,0
158,23
159,5
160,3
161,23
162,3
163,1
164,16
165,6
166,7
167,7
168,3
169,8
170,6
171,6
172,6
173,6
174,6
175,6
176,11
177,13
178,4
179,6
180,2
181,11
182,6
183,8
184,11
185,7
186,6
187,8
188,16
189,21
190,21
191,23
192,6
193,6
194,13
195,24
196,8
197,6
198,2
199,2
200,8
201,16
202,6
203,21
204,6
205,11
206,0
207,6
208,8
209,8
210,7
211,21
212,8
213,7
214,6
215,16
216,6
217,16
218,25
219,8
220,6
221,12
222,12
223,12
224,6
225,6
226,6
227,6
228,6
229,6
230,5
231,26
232,26
233,4
234,4
235,8
236,6
237,0
238,13
239,11
240,21
241,1
242,1
243,8
244,10
245,6
246,13
247,6
248,8
249,8
250,6
251,5
252,6
253,6
254,16
255,8
256,8
257,8
258,6
259,1
260,8
261,6
262,6
263,6
264,8
265,3
266,6
267,16
268,27
269,7
270,1
271,4
272,4
273,8
274,6
275,8
276,6
277,4
278,21
279,22
280,23
281,3
282,6
283,3
284,3
285,23
286,4
287,4
288,3
289,6
290,6
291,4
292,4
293,4
294,4
295,16
296,6
297,4
298,4
299,12
300,6
301,23
302,11
303,1
304,11
305,4
306,3
307,14
308,0
309,6
310,6
311,6
312,21
313,1
314,1
315,6
316,4
317,0
318,11
319,6
320,6
321,7
322,26
323,7
324,1
325,1
326,8
327,4
328,5
329,12
330,12
331,6
332,21
333,8
334,21
335,6
336,4
337,2
338,23
339,23
340,3
341,4
342,1
343,1
344,0
345,1
346,7
347,3
348,7
349,6
350,0
351,17
352,0
353,8
354,7
355,19
356,28
357,1
358,7
359,11
360,11
361,8
362,6
363,4
364,8
365,6
366,0
367,1
368,6
369,17
370,6
371,0
372,4
373,6
374,7
375,29
376,16
377,13
378,5
379,6
380,6
381,4
382,12
383,5
384,6
385,23
386,0
387,1
388,14
389,17
390,17
391,10
392,8
393,19
394,3
395,22
396,6
397,1
398,6
399,1
400,7
401,30
402,8
403,12
404,8
405,8
406,16
407,8
408,21
409,21
410,21
411,8
412,8
413,31
414,8
415,21
416,31
417,31
418,16
419,31
420,21
421,21
422,21
423,21
424,31
425,21
426,0
427,0
428,8
429,4
430,4
431,19
432,11
433,1
434,19
435,22
436,6
437,8
438,21
439,4
440,6
441,17
442,17
443,6
444,8
445,0
446,0
447,4
448,4
449,17
450,6
451,7
452,4
453,19
454,10
455,23
456,3
457,23
458,3
459,1
460,11
461,21
462,3
463,3
464,11
465,8
466,4
467,17
468,0
469,6
470,10
471,0
472,4
473,8
474,6
475,16
476,21
477,4
478,4
479,21
480,4
481,5
482,6
483,3
484,8
485,1
486,0
487,8
488,23
489,6
490,6
491,5
492,6
493,6
494,21
495,1
496,0
497,20
498,6
499,21
500,25
501,8
502,31
503,31
504,31
505,21
506,25
507,31
508,21
509,21
510,21
511,21
512,31
513,31
514,31
515,21
516,21
517,21
518,31
519,21
520,8
521,8
522,21
523,21
524,31
525,21
526,21
527,21
528,8
529,31
530,8
531,21
532,16
533,8
534,21
535,21
536,8
537,23
538,23
539,21
540,6
541,0
542,6
543,2
544,11
545,16
546,7
547,30
548,4
549,3
550,8
551,6
552,3
553,6
554,4
555,4
556,6
557,8
558,6
559,3
560,8
561,3
562,3
563,3
564,7
565,6
566,6
567,6
568,3
569,5
570,12
571,8
572,0
573,0
574,8
575,7
576,13
577,27
578,13
579,0
580,6
581,4
582,19
583,7
584,4
585,23
586,1
587,14
588,6
589,17
590,6
591,2
592,2
593,6
594,8
595,27
596,27
597,11
598,8
599,7
600,6
601,4
602,6
603,5
604,5
605,16
606,8
607,6
608,6
609,3
610,5
611,5
612,12
613,6
614,6
615,8
616,31
617,21
618,6
619,4
620,7
621,7
622,6
623,8
624,6
625,10
626,7
627,8
628,8
629,16
630,6
631,4
632,4
633,7
634,6
635,8
636,7
637,23
638,1
639,3
640,18
641,5
642,27
643,6
644,6
645,8
646,6
647,11
648,11
649,11
650,0
651,11
652,1
653,8
654,0
655,0
656,6
657,6
658,5
659,6
660,6
661,6
662,6
663,6
664,6
665,6
666,6
667,4
668,1
669,1
670,1
671,19
672,17
673,6
674,15
675,6
676,8
677,21
678,21
679,0
680,19
681,8
682,17
683,16
684,8
685,8
686,8
687,17
688,6
689,6
690,12
691,12
692,5
693,5
694,6
695,27
696,12
697,6
698,13
699,12
700,0
701,18
702,8
703,24
704,3
705,0
706,6
707,8
708,6
709,2
710,14
711,8
712,7
713,0
714,0
715,1
716,21
717,16
718,2
719,19
720,8
721,29
722,16
723,13
724,6
725,32
726,23
727,27
728,8
729,2
730,23
731,6
732,17
733,13
734,4
735,6
736,21
737,8
738,8
739,14
740,8
741,6
742,6
743,17
744,6
745,5
746,16
747,16
748,21
749,1
750,6
751,4
752,15
753,6
754,21
755,21
756,21
757,31
758,21
759,30
760,30
761,4
762,19
763,6
764,19
765,0
766,4
767,6
768,32
769,0
770,14
771,8
772,15
773,2
774,6
775,11
776,5
777,5
778,6
779,6
780,6
781,3
782,20
783,19
784,0
785,0
786,7
787,21
788,4
789,22
790,23
791,23
792,21
793,5
794,5
795,5
796,0
797,6
798,18
799,17
800,8
801,21
802,6
803,6
804,5
805,4
806,8
807,33
808,3
809,3
810,6
811,6
812,12
813,6
814,5
815,2
816,10
817,4
818,0
819,6
820,7
821,19
822,19
823,14
824,4
825,4
826,16
827,14
828,0
829,6
830,23
831,24
832,13
833,4
834,4
835,14
836,4
837,4
838,8
839,8
840,30
841,6
842,8
843,27
844,6
845,0
846,13
847,6
848,6
849,17
850,19
851,8
852,8
853,5
854,6
855,11
856,8
857,6
858,3
859,21
860,23
861,6
862,8
863,0
864,7
865,16
866,4
867,30
868,19
869,23
870,23
871,34
872,8
873,7
874,19
875,6
876,6
877,13
878,21
879,6
880,17
881,2
882,5
883,8
884,6
885,8
886,21
887,8
888,8
889,8
890,16
891,16
892,19
893,6
894,0
895,8
896,8
897,4
898,8
899,6
900,21
901,31
902,21
903,21
904,21
905,5
906,5
907,6
908,6
909,21
910,8
911,11
912,0
913,8
914,0
915,3
916,27
917,6
918,6
919,17
920,6
921,4
922,1
923,3
924,1
925,6
926,6
927,6
928,6
929,6
930,6
931,6
932,6
933,23
934,27
935,6
936,6
937,6
938,4
939,3
940,4
941,10
942,4
943,23
944,0
945,8
946,6
947,16
948,4
949,12
950,8
951,4
952,17
953,6
954,30
955,21
956,22
957,6
958,0
959,15
960,3
961,23
962,23
963,6
964,14
965,23
966,8
967,5
968,5
969,6
970,4
971,4
972,27
973,21
974,7
975,3
976,32
977,1
978,6
979,13
980,6
981,27
982,6
983,5
984,3
985,3
986,5
987,23
988,11
989,8
990,6
991,5
992,6
993,6
994,35
995,3
996,5
997,23
998,5
999,4
1000,6
1001,6
1002,8
1003,23
1004,23
1005,27
1006,13
1007,12
1008,6
1009,14
1010,17
1011,8
1012,19
1013,8
1014,16
1015,19
1016,3
1017,23
1018,6
1019,6
1020,19
1021,19
1022,19
1023,1
1024,19
1025,1
1026,12
1027,30
1028,1
1029,1
1030,0
1031,1
1032,19
1033,6
1034,5
1035,6
1036,2
1037,4
1038,0
1039,0
1040,19
1041,5
1042,1
1043,18
1044,6
1045,0
1046,19
1047,19
1048,6
1049,6
1050,8
1051,26
1052,6
1053,4
1054,3
1055,4
1056,6
1057,21
1058,1
1059,6
1060,15
1061,3
